state,date,ML,Low_90,High_90,Low_50,High_50
Texas,2020-03-27,2.27,1.9100000000000001,2.65,2.15,2.46
Texas,2020-03-28,2.05,1.71,2.42,1.92,2.21
Texas,2020-03-29,1.92,1.59,2.27,1.8,2.08
Texas,2020-03-30,1.83,1.51,2.17,1.7,1.97
Texas,2020-03-31,1.86,1.56,2.2,1.77,2.04
Texas,2020-04-01,1.93,1.62,2.23,1.8,2.05
Texas,2020-04-02,1.75,1.46,2.05,1.6600000000000001,1.9100000000000001
Texas,2020-04-03,1.7,1.42,1.99,1.62,1.86
Texas,2020-04-04,1.55,1.28,1.84,1.45,1.68
Texas,2020-04-05,1.45,1.18,1.73,1.36,1.59
Texas,2020-04-06,1.55,1.29,1.83,1.44,1.6600000000000001
Texas,2020-04-07,1.51,1.27,1.8,1.43,1.6500000000000001
Texas,2020-04-08,1.45,1.21,1.73,1.35,1.56
Texas,2020-04-09,1.28,1.03,1.54,1.19,1.4000000000000001
Texas,2020-04-10,0.96,0.71,1.22,0.87,1.08
Texas,2020-04-11,0.73,0.48,1.0,0.66,0.88
Texas,2020-04-12,0.6,0.34,0.88,0.5,0.72
Texas,2020-04-13,0.54,0.27,0.8200000000000001,0.46,0.6900000000000001
Texas,2020-04-14,0.72,0.45,1.01,0.62,0.85
Texas,2020-04-15,0.86,0.58,1.1400000000000001,0.75,0.98
Utah,2020-03-09,4.0,1.58,8.290000000000001,2.83,5.57
Utah,2020-03-10,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Utah,2020-03-11,3.98,1.7,7.3,2.98,5.32
Utah,2020-03-12,3.96,1.82,6.86,3.08,5.2
Utah,2020-03-13,4.09,2.0,6.58,3.29,5.22
Utah,2020-03-14,3.91,2.02,5.99,3.14,4.8
Utah,2020-03-15,3.64,2.0,5.45,3.02,4.46
Utah,2020-03-16,3.37,1.92,4.96,2.79,4.05
Utah,2020-03-17,3.12,1.82,4.54,2.65,3.7800000000000002
Utah,2020-03-18,2.99,1.79,4.26,2.5300000000000002,3.5500000000000003
Utah,2020-03-19,2.97,1.8900000000000001,4.15,2.56,3.49
Utah,2020-03-20,2.98,1.96,4.0,2.59,3.43
Utah,2020-03-21,2.93,2.0100000000000002,3.85,2.6,3.36
Utah,2020-03-22,2.77,1.95,3.62,2.48,3.17
Utah,2020-03-23,2.54,1.78,3.31,2.2600000000000002,2.89
Utah,2020-03-24,2.36,1.67,3.1,2.12,2.71
Utah,2020-03-25,2.2800000000000002,1.61,2.95,2.02,2.57
Utah,2020-03-26,2.23,1.62,2.89,2.0,2.52
Utah,2020-03-27,2.18,1.6,2.8000000000000003,1.94,2.43
Utah,2020-03-28,2.09,1.54,2.68,1.9000000000000001,2.37
Utah,2020-03-29,1.96,1.43,2.52,1.77,2.22
Utah,2020-03-30,1.73,1.23,2.29,1.57,2.0100000000000002
Utah,2020-03-31,1.6500000000000001,1.16,2.2,1.48,1.9100000000000001
Utah,2020-04-01,1.61,1.12,2.14,1.44,1.86
Utah,2020-04-02,1.6600000000000001,1.19,2.19,1.49,1.9000000000000001
Utah,2020-04-03,1.6300000000000001,1.16,2.13,1.46,1.86
Utah,2020-04-04,1.52,1.06,2.0100000000000002,1.34,1.73
Utah,2020-04-05,1.33,0.87,1.81,1.17,1.56
Utah,2020-04-06,1.1500000000000001,0.6900000000000001,1.6300000000000001,1.0,1.3900000000000001
Utah,2020-04-07,0.99,0.53,1.48,0.81,1.2
Utah,2020-04-08,0.93,0.47000000000000003,1.44,0.77,1.17
Utah,2020-04-09,0.93,0.46,1.44,0.73,1.1300000000000001
Utah,2020-04-10,0.9400000000000001,0.47000000000000003,1.46,0.78,1.19
Utah,2020-04-11,0.86,0.39,1.3900000000000001,0.68,1.09
Utah,2020-04-12,0.81,0.32,1.33,0.65,1.07
Utah,2020-04-13,0.77,0.28,1.3,0.58,1.0
Utah,2020-04-14,0.78,0.26,1.29,0.6,1.03
Utah,2020-04-15,0.86,0.35000000000000003,1.4000000000000001,0.65,1.08
Vermont,2020-03-12,4.0,1.58,8.290000000000001,2.83,5.57
Vermont,2020-03-13,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Vermont,2020-03-14,3.98,1.7,7.3,2.98,5.32
Vermont,2020-03-15,3.96,1.82,6.86,3.08,5.2
Vermont,2020-03-16,3.5,1.6500000000000001,5.96,2.7600000000000002,4.57
Vermont,2020-03-17,3.44,1.67,5.66,2.71,4.38
Vermont,2020-03-18,3.31,1.6500000000000001,5.3100000000000005,2.65,4.18
Vermont,2020-03-19,3.16,1.61,4.97,2.54,3.94
Vermont,2020-03-20,3.27,1.78,4.93,2.7,4.01
Vermont,2020-03-21,3.11,1.76,4.62,2.5300000000000002,3.71
Vermont,2020-03-22,3.12,1.83,4.44,2.64,3.72
Vermont,2020-03-23,3.02,1.8900000000000001,4.26,2.62,3.6
Vermont,2020-03-24,2.82,1.79,3.94,2.46,3.35
Vermont,2020-03-25,2.64,1.67,3.64,2.27,3.08
Vermont,2020-03-26,2.43,1.54,3.37,2.13,2.89
Vermont,2020-03-27,2.19,1.36,3.09,1.8800000000000001,2.59
Vermont,2020-03-28,2.0100000000000002,1.19,2.84,1.71,2.39
Vermont,2020-03-29,1.87,1.09,2.69,1.6,2.2600000000000002
Vermont,2020-03-30,1.73,0.96,2.52,1.43,2.07
Vermont,2020-03-31,1.7,0.9400000000000001,2.47,1.42,2.05
Vermont,2020-04-01,1.76,1.03,2.5300000000000002,1.51,2.13
Vermont,2020-04-02,1.79,1.09,2.5500000000000003,1.54,2.14
Vermont,2020-04-03,1.8,1.12,2.5300000000000002,1.55,2.13
Vermont,2020-04-04,1.75,1.09,2.46,1.49,2.05
Vermont,2020-04-05,1.61,0.9500000000000001,2.2800000000000002,1.3800000000000001,1.93
Vermont,2020-04-06,1.42,0.77,2.08,1.19,1.73
Vermont,2020-04-07,1.28,0.64,1.95,1.05,1.59
Vermont,2020-04-08,1.17,0.51,1.82,0.9400000000000001,1.48
Vermont,2020-04-09,1.11,0.44,1.76,0.89,1.44
Vermont,2020-04-10,1.07,0.43,1.77,0.8300000000000001,1.3800000000000001
Vermont,2020-04-11,0.99,0.32,1.6600000000000001,0.77,1.33
Vermont,2020-04-12,0.87,0.21,1.54,0.6,1.16
Vermont,2020-04-13,0.75,0.1,1.3800000000000001,0.51,1.08
Vermont,2020-04-14,0.61,0.03,1.23,0.37,0.93
Vermont,2020-04-15,0.48,0.02,1.18,0.25,0.79
Virginia,2020-03-07,4.0,1.58,8.290000000000001,2.83,5.57
Virginia,2020-03-08,3.56,1.52,6.72,2.62,4.78
Virginia,2020-03-09,3.6,1.61,6.390000000000001,2.69,4.69
Virginia,2020-03-10,3.5100000000000002,1.6500000000000001,5.94,2.73,4.53
Virginia,2020-03-11,3.35,1.6400000000000001,5.49,2.62,4.23
Virginia,2020-03-12,3.35,1.74,5.28,2.73,4.21
Virginia,2020-03-13,3.1,1.62,4.78,2.54,3.86
Virginia,2020-03-14,2.89,1.54,4.42,2.39,3.59
Virginia,2020-03-15,2.62,1.34,3.98,2.16,3.2600000000000002
Virginia,2020-03-16,2.5,1.29,3.7800000000000002,2.0300000000000002,3.06
Virginia,2020-03-17,2.47,1.34,3.71,2.05,3.0300000000000002
Virginia,2020-03-18,2.49,1.41,3.66,2.09,3.02
Virginia,2020-03-19,2.69,1.68,3.8000000000000003,2.29,3.16
Virginia,2020-03-20,2.69,1.76,3.71,2.33,3.13
Virginia,2020-03-21,2.66,1.81,3.6,2.37,3.11
Virginia,2020-03-22,2.65,1.87,3.5100000000000002,2.33,3.0
Virginia,2020-03-23,2.83,2.12,3.61,2.56,3.17
Virginia,2020-03-24,2.65,2.0,3.35,2.44,3.0
Virginia,2020-03-25,2.56,1.97,3.21,2.35,2.86
Virginia,2020-03-26,2.41,1.85,3.0,2.18,2.65
Virginia,2020-03-27,2.22,1.69,2.77,2.05,2.5
Virginia,2020-03-28,2.13,1.6400000000000001,2.67,1.93,2.35
Virginia,2020-03-29,2.11,1.6300000000000001,2.61,1.9100000000000001,2.31
Virginia,2020-03-30,2.05,1.61,2.5500000000000003,1.9000000000000001,2.29
Virginia,2020-03-31,2.12,1.69,2.58,1.98,2.35
Virginia,2020-04-01,2.11,1.71,2.56,1.96,2.31
Virginia,2020-04-02,1.97,1.59,2.4,1.81,2.14
Virginia,2020-04-03,1.82,1.44,2.22,1.68,2.0
Virginia,2020-04-04,1.7,1.34,2.1,1.55,1.86
Virginia,2020-04-05,1.56,1.21,1.96,1.44,1.75
Virginia,2020-04-06,1.51,1.1500000000000001,1.8800000000000001,1.37,1.67
Virginia,2020-04-07,1.49,1.1400000000000001,1.86,1.37,1.67
Virginia,2020-04-08,1.54,1.21,1.92,1.41,1.7
Virginia,2020-04-09,1.47,1.1400000000000001,1.83,1.37,1.6600000000000001
Virginia,2020-04-10,1.41,1.09,1.77,1.3,1.58
Virginia,2020-04-11,1.25,0.92,1.59,1.1500000000000001,1.43
Virginia,2020-04-12,1.1300000000000001,0.8,1.47,1.02,1.3
Virginia,2020-04-13,1.02,0.71,1.3900000000000001,0.91,1.19
Virginia,2020-04-14,0.9500000000000001,0.62,1.3,0.8300000000000001,1.11
Virginia,2020-04-15,0.89,0.56,1.25,0.79,1.08
Washington,2020-02-22,4.0,1.58,8.290000000000001,2.83,5.57
Washington,2020-02-23,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Washington,2020-02-24,3.56,1.49,6.71,2.65,4.82
Washington,2020-02-25,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55
Washington,2020-02-26,3.29,1.42,6.01,2.45,4.36
Washington,2020-02-27,3.47,1.54,6.12,2.7,4.62
Washington,2020-02-28,3.25,1.43,5.63,2.5300000000000002,4.29
Washington,2020-02-29,3.56,1.69,5.8500000000000005,2.7800000000000002,4.5200000000000005
Washington,2020-03-01,3.61,1.81,5.65,2.94,4.55
Washington,2020-03-02,3.66,2.0,5.48,3.0300000000000002,4.48
Washington,2020-03-03,3.5100000000000002,1.99,5.0600000000000005,2.98,4.26
Washington,2020-03-04,3.29,1.97,4.69,2.83,3.96
Washington,2020-03-05,3.0700000000000003,1.87,4.3,2.57,3.5700000000000003
Washington,2020-03-06,2.93,1.85,4.05,2.54,3.45
Washington,2020-03-07,2.98,2.02,4.0200000000000005,2.6,3.42
Washington,2020-03-08,2.95,2.08,3.88,2.63,3.37
Washington,2020-03-09,2.93,2.11,3.72,2.67,3.34
Washington,2020-03-10,2.81,2.11,3.5700000000000003,2.56,3.16
Washington,2020-03-11,2.61,1.96,3.29,2.39,2.94
Washington,2020-03-12,2.38,1.79,3.0300000000000002,2.16,2.67
Washington,2020-03-13,2.17,1.61,2.7800000000000002,1.96,2.44
Washington,2020-03-14,1.98,1.45,2.57,1.78,2.24
Washington,2020-03-15,1.8800000000000001,1.36,2.44,1.71,2.16
Washington,2020-03-16,1.87,1.37,2.42,1.68,2.11
Washington,2020-03-17,1.8800000000000001,1.3800000000000001,2.39,1.71,2.13
Washington,2020-03-18,1.96,1.47,2.44,1.78,2.18
Washington,2020-03-19,1.96,1.51,2.44,1.82,2.21
Washington,2020-03-20,1.93,1.49,2.38,1.78,2.15
Washington,2020-03-21,1.93,1.52,2.38,1.76,2.11
Washington,2020-03-22,1.77,1.3800000000000001,2.21,1.6300000000000001,1.97
Washington,2020-03-23,1.84,1.45,2.25,1.7,2.0300000000000002
Washington,2020-03-24,1.95,1.58,2.35,1.83,2.15
Washington,2020-03-25,2.04,1.69,2.42,1.9100000000000001,2.21
Washington,2020-03-26,2.1,1.76,2.45,1.99,2.2800000000000002
Washington,2020-03-27,1.9000000000000001,1.58,2.24,1.77,2.04
Washington,2020-03-28,1.49,1.16,1.8,1.3900000000000001,1.6600000000000001
Washington,2020-03-29,1.1300000000000001,0.8200000000000001,1.47,1.02,1.29
Washington,2020-03-30,0.9500000000000001,0.63,1.29,0.8200000000000001,1.09
Washington,2020-03-31,0.93,0.61,1.28,0.8300000000000001,1.11
Washington,2020-04-01,1.1500000000000001,0.8300000000000001,1.5,1.05,1.33
Washington,2020-04-02,1.34,1.02,1.68,1.21,1.48
Washington,2020-04-03,1.36,1.04,1.68,1.27,1.54
Washington,2020-04-04,1.19,0.89,1.53,1.07,1.33
Washington,2020-04-05,0.9400000000000001,0.63,1.27,0.81,1.07
Washington,2020-04-06,0.7000000000000001,0.38,1.03,0.59,0.86
Washington,2020-04-07,0.71,0.39,1.06,0.61,0.89
Washington,2020-04-08,0.71,0.38,1.06,0.59,0.87
Washington,2020-04-09,0.66,0.33,1.02,0.56,0.85
Washington,2020-04-10,0.54,0.2,0.9,0.41000000000000003,0.7000000000000001
Washington,2020-04-11,0.36,0.05,0.7000000000000001,0.25,0.54
Washington,2020-04-12,0.11,0.0,0.48,0.06,0.27
Washington,2020-04-13,0.05,0.0,0.4,0.02,0.18
Washington,2020-04-14,0.09,0.0,0.42,0.05,0.23
Washington,2020-04-15,0.11,0.0,0.44,0.06,0.25
West Virginia,2020-03-17,4.0,1.58,8.290000000000001,2.83,5.57
West Virginia,2020-03-18,3.56,1.52,6.72,2.62,4.78
West Virginia,2020-03-19,3.6,1.61,6.390000000000001,2.69,4.69
West Virginia,2020-03-20,3.24,1.5,5.64,2.46,4.19
West Virginia,2020-03-21,3.22,1.54,5.41,2.52,4.14
West Virginia,2020-03-22,3.3200000000000003,1.6300000000000001,5.2700000000000005,2.59,4.11
West Virginia,2020-03-23,3.42,1.84,5.2,2.8000000000000003,4.2
West Virginia,2020-03-24,3.46,2.02,5.04,2.88,4.13
West Virginia,2020-03-25,3.22,1.95,4.61,2.74,3.84
West Virginia,2020-03-26,2.92,1.77,4.14,2.49,3.47
West Virginia,2020-03-27,2.57,1.52,3.68,2.16,3.0500000000000003
West Virginia,2020-03-28,2.32,1.35,3.37,1.93,2.7600000000000002
West Virginia,2020-03-29,2.14,1.21,3.13,1.78,2.57
West Virginia,2020-03-30,2.04,1.1500000000000001,3.0,1.7,2.46
West Virginia,2020-03-31,2.0,1.11,2.89,1.7,2.44
West Virginia,2020-04-01,1.99,1.1300000000000001,2.85,1.68,2.39
West Virginia,2020-04-02,2.0,1.19,2.85,1.68,2.36
West Virginia,2020-04-03,1.92,1.1500000000000001,2.75,1.6500000000000001,2.31
West Virginia,2020-04-04,1.9100000000000001,1.16,2.7,1.6,2.23
West Virginia,2020-04-05,1.95,1.22,2.7,1.69,2.3000000000000003
West Virginia,2020-04-06,1.93,1.23,2.65,1.7,2.29
West Virginia,2020-04-07,1.82,1.16,2.5300000000000002,1.55,2.11
West Virginia,2020-04-08,1.68,1.04,2.37,1.46,2.0100000000000002
West Virginia,2020-04-09,1.51,0.89,2.2,1.29,1.83
West Virginia,2020-04-10,1.35,0.73,2.0300000000000002,1.08,1.61
West Virginia,2020-04-11,1.22,0.59,1.8900000000000001,1.01,1.55
West Virginia,2020-04-12,1.1500000000000001,0.51,1.82,0.92,1.46
West Virginia,2020-04-13,1.1500000000000001,0.51,1.83,0.9,1.44
West Virginia,2020-04-14,1.18,0.51,1.83,0.97,1.52
West Virginia,2020-04-15,1.1300000000000001,0.5,1.83,0.92,1.47
Wisconsin,2020-03-08,4.0,1.58,8.290000000000001,2.83,5.57
Wisconsin,2020-03-09,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Wisconsin,2020-03-10,3.98,1.7,7.3,2.98,5.32
Wisconsin,2020-03-11,3.96,1.82,6.86,3.08,5.2
Wisconsin,2020-03-12,4.09,2.0,6.58,3.29,5.22
Wisconsin,2020-03-13,3.91,2.02,5.99,3.14,4.8
Wisconsin,2020-03-14,3.64,2.0,5.45,3.02,4.46
Wisconsin,2020-03-15,3.62,2.16,5.23,3.04,4.3100000000000005
Wisconsin,2020-03-16,3.63,2.33,5.0200000000000005,3.13,4.24
Wisconsin,2020-03-17,3.58,2.45,4.78,3.16,4.12
Wisconsin,2020-03-18,3.42,2.4,4.41,3.06,3.89
Wisconsin,2020-03-19,3.34,2.47,4.22,3.02,3.74
Wisconsin,2020-03-20,2.99,2.23,3.7800000000000002,2.72,3.36
Wisconsin,2020-03-21,2.66,1.98,3.39,2.41,2.99
Wisconsin,2020-03-22,2.46,1.81,3.11,2.25,2.79
Wisconsin,2020-03-23,2.32,1.71,2.93,2.07,2.57
Wisconsin,2020-03-24,2.29,1.72,2.87,2.11,2.59
Wisconsin,2020-03-25,2.22,1.7,2.79,2.04,2.49
Wisconsin,2020-03-26,2.07,1.58,2.62,1.9000000000000001,2.33
Wisconsin,2020-03-27,1.92,1.44,2.44,1.74,2.15
Wisconsin,2020-03-28,1.6600000000000001,1.19,2.16,1.49,1.8900000000000001
Wisconsin,2020-03-29,1.49,1.02,1.98,1.34,1.74
Wisconsin,2020-03-30,1.44,0.97,1.92,1.26,1.6500000000000001
Wisconsin,2020-03-31,1.47,1.0,1.94,1.31,1.7
Wisconsin,2020-04-01,1.55,1.11,2.04,1.3800000000000001,1.76
Wisconsin,2020-04-02,1.57,1.1400000000000001,2.05,1.3900000000000001,1.76
Wisconsin,2020-04-03,1.48,1.06,1.95,1.34,1.71
Wisconsin,2020-04-04,1.37,0.9400000000000001,1.81,1.21,1.57
Wisconsin,2020-04-05,1.21,0.8,1.67,1.07,1.43
Wisconsin,2020-04-06,1.09,0.67,1.54,0.9500000000000001,1.31
Wisconsin,2020-04-07,1.04,0.62,1.5,0.88,1.24
Wisconsin,2020-04-08,0.99,0.56,1.44,0.86,1.23
Wisconsin,2020-04-09,0.97,0.54,1.43,0.8300000000000001,1.2
Wisconsin,2020-04-10,0.9,0.48,1.3800000000000001,0.75,1.12
Wisconsin,2020-04-11,0.84,0.41000000000000003,1.32,0.66,1.03
Wisconsin,2020-04-12,0.8,0.36,1.28,0.64,1.02
Wisconsin,2020-04-13,0.81,0.36,1.29,0.62,1.0
Wisconsin,2020-04-14,0.8300000000000001,0.38,1.32,0.68,1.07
Wisconsin,2020-04-15,0.9,0.43,1.37,0.74,1.1300000000000001
Wyoming,2020-03-11,4.0,1.58,8.290000000000001,2.83,5.57
Wyoming,2020-03-12,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Wyoming,2020-03-13,3.56,1.49,6.71,2.65,4.82
Wyoming,2020-03-14,3.77,1.67,6.82,2.8000000000000003,4.95
Wyoming,2020-03-15,3.47,1.52,6.07,2.69,4.6000000000000005
Wyoming,2020-03-16,3.5100000000000002,1.6400000000000001,5.97,2.68,4.49
Wyoming,2020-03-17,3.22,1.48,5.38,2.49,4.12
Wyoming,2020-03-18,3.0,1.3900000000000001,5.01,2.35,3.86
Wyoming,2020-03-19,2.84,1.28,4.69,2.2,3.62
Wyoming,2020-03-20,2.56,1.1300000000000001,4.34,1.95,3.2800000000000002
Wyoming,2020-03-21,2.63,1.19,4.38,2.0,3.3200000000000003
Wyoming,2020-03-22,2.66,1.23,4.3500000000000005,2.05,3.34
Wyoming,2020-03-23,2.65,1.22,4.23,2.11,3.36
Wyoming,2020-03-24,2.73,1.36,4.2700000000000005,2.24,3.45
Wyoming,2020-03-25,2.74,1.43,4.19,2.23,3.37
Wyoming,2020-03-26,2.6,1.37,3.96,2.15,3.22
Wyoming,2020-03-27,2.39,1.23,3.67,1.98,2.99
Wyoming,2020-03-28,2.31,1.19,3.52,1.8900000000000001,2.85
Wyoming,2020-03-29,2.16,1.08,3.31,1.77,2.69
Wyoming,2020-03-30,2.16,1.1,3.25,1.79,2.68
Wyoming,2020-03-31,2.08,1.06,3.13,1.69,2.54
Wyoming,2020-04-01,2.07,1.1,3.1,1.69,2.5100000000000002
Wyoming,2020-04-02,1.99,1.06,2.99,1.6300000000000001,2.42
Wyoming,2020-04-03,1.82,0.92,2.79,1.5,2.27
Wyoming,2020-04-04,1.69,0.8,2.63,1.35,2.1
Wyoming,2020-04-05,1.58,0.68,2.48,1.25,1.99
Wyoming,2020-04-06,1.45,0.5700000000000001,2.36,1.1400000000000001,1.8800000000000001
Wyoming,2020-04-07,1.37,0.51,2.3000000000000003,1.07,1.81
Wyoming,2020-04-08,1.3,0.4,2.18,0.99,1.73
Wyoming,2020-04-09,1.28,0.4,2.19,0.9400000000000001,1.68
Wyoming,2020-04-10,1.27,0.35000000000000003,2.14,0.96,1.71
Wyoming,2020-04-11,1.2,0.32,2.11,0.88,1.6300000000000001
Wyoming,2020-04-12,1.1500000000000001,0.23,2.0,0.77,1.52
Wyoming,2020-04-13,1.09,0.2,1.96,0.76,1.52
Wyoming,2020-04-14,1.08,0.2,1.97,0.76,1.53
Wyoming,2020-04-15,1.03,0.13,1.87,0.66,1.43
