state,date,ML,Low_90,High_90,Low_50,High_50
Alabama,2020-03-13,4.0,1.58,8.290000000000001,2.83,5.57
Alabama,2020-03-14,2.93,1.34,5.13,2.27,3.86
Alabama,2020-03-15,2.7,1.31,4.5200000000000005,2.09,3.43
Alabama,2020-03-16,2.52,1.24,4.09,2.0100000000000002,3.2
Alabama,2020-03-17,2.58,1.36,4.0200000000000005,2.12,3.23
Alabama,2020-03-18,2.64,1.49,3.95,2.2,3.22
Alabama,2020-03-19,2.54,1.45,3.68,2.17,3.1
Alabama,2020-03-20,2.49,1.49,3.54,2.13,2.98
Alabama,2020-03-21,2.41,1.49,3.38,2.07,2.85
Alabama,2020-03-22,2.64,1.8,3.5500000000000003,2.33,3.0500000000000003
Alabama,2020-03-23,2.85,2.1,3.68,2.58,3.23
Alabama,2020-03-24,2.92,2.23,3.63,2.69,3.27
Alabama,2020-03-25,2.79,2.19,3.45,2.58,3.1
Alabama,2020-03-26,2.52,1.97,3.12,2.3000000000000003,2.77
Alabama,2020-03-27,2.19,1.68,2.7600000000000002,1.98,2.42
Alabama,2020-03-28,1.85,1.36,2.4,1.69,2.12
Alabama,2020-03-29,1.57,1.09,2.11,1.4000000000000001,1.82
Alabama,2020-03-30,1.44,0.9400000000000001,1.95,1.28,1.7
Alabama,2020-03-31,1.56,1.08,2.09,1.4000000000000001,1.82
Alabama,2020-04-01,1.6300000000000001,1.1300000000000001,2.11,1.47,1.8800000000000001
Alabama,2020-04-02,1.72,1.27,2.23,1.58,1.98
Alabama,2020-04-03,1.71,1.27,2.2,1.54,1.92
Alabama,2020-04-04,1.6400000000000001,1.21,2.11,1.48,1.85
Alabama,2020-04-05,1.6,1.19,2.07,1.45,1.81
Alabama,2020-04-06,1.62,1.2,2.05,1.46,1.81
Alabama,2020-04-07,1.57,1.16,1.99,1.41,1.75
Alabama,2020-04-08,1.6,1.2,2.0100000000000002,1.48,1.82
Alabama,2020-04-09,1.53,1.1300000000000001,1.92,1.4000000000000001,1.73
Alabama,2020-04-10,1.4000000000000001,1.02,1.8,1.26,1.58
Alabama,2020-04-11,1.23,0.87,1.6500000000000001,1.1,1.42
Alabama,2020-04-12,1.1,0.73,1.51,0.97,1.29
Alabama,2020-04-13,1.0,0.61,1.3900000000000001,0.85,1.17
Alabama,2020-04-14,1.0,0.62,1.41,0.88,1.21
Alabama,2020-04-15,0.98,0.58,1.37,0.85,1.18
Alaska,2020-03-14,4.0,1.58,8.290000000000001,2.83,5.57
Alaska,2020-03-15,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Alaska,2020-03-16,3.98,1.7,7.3,2.98,5.32
Alaska,2020-03-17,3.6,1.6,6.4,2.74,4.75
Alaska,2020-03-18,3.63,1.69,6.2,2.8000000000000003,4.69
Alaska,2020-03-19,3.3000000000000003,1.53,5.54,2.58,4.26
Alaska,2020-03-20,3.27,1.59,5.37,2.59,4.17
Alaska,2020-03-21,3.18,1.54,5.05,2.56,4.03
Alaska,2020-03-22,3.2,1.68,4.98,2.57,3.94
Alaska,2020-03-23,3.0,1.55,4.5600000000000005,2.43,3.68
Alaska,2020-03-24,2.93,1.6,4.4,2.42,3.58
Alaska,2020-03-25,2.83,1.57,4.16,2.34,3.41
Alaska,2020-03-26,2.63,1.46,3.86,2.17,3.16
Alaska,2020-03-27,2.39,1.3,3.5500000000000003,2.0,2.93
Alaska,2020-03-28,2.22,1.17,3.31,1.8,2.68
Alaska,2020-03-29,2.02,1.02,3.08,1.6600000000000001,2.5100000000000002
Alaska,2020-03-30,1.87,0.9,2.91,1.53,2.36
Alaska,2020-03-31,1.74,0.8,2.7800000000000002,1.36,2.17
Alaska,2020-04-01,1.6400000000000001,0.7000000000000001,2.66,1.31,2.12
Alaska,2020-04-02,1.59,0.65,2.6,1.23,2.0300000000000002
Alaska,2020-04-03,1.6,0.66,2.6,1.27,2.07
Alaska,2020-04-04,1.61,0.68,2.61,1.24,2.0300000000000002
Alaska,2020-04-05,1.61,0.68,2.59,1.29,2.08
Alaska,2020-04-06,1.6,0.6900000000000001,2.58,1.29,2.07
Alaska,2020-04-07,1.55,0.63,2.49,1.24,2.0100000000000002
Alaska,2020-04-08,1.5,0.59,2.43,1.19,1.95
Alaska,2020-04-09,1.42,0.53,2.36,1.07,1.82
Alaska,2020-04-10,1.3800000000000001,0.5,2.32,1.06,1.81
Alaska,2020-04-11,1.31,0.43,2.24,1.0,1.75
Alaska,2020-04-12,1.24,0.32,2.11,0.92,1.67
Alaska,2020-04-13,1.18,0.27,2.05,0.84,1.59
Alaska,2020-04-14,1.17,0.28,2.07,0.86,1.62
Alaska,2020-04-15,1.11,0.22,1.99,0.78,1.54
Arizona,2020-03-05,4.0,1.58,8.290000000000001,2.83,5.57
Arizona,2020-03-06,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Arizona,2020-03-07,3.56,1.49,6.71,2.65,4.82
Arizona,2020-03-08,3.41,1.42,6.2700000000000005,2.5300000000000002,4.55
Arizona,2020-03-09,3.29,1.42,6.01,2.45,4.36
Arizona,2020-03-10,3.18,1.36,5.74,2.44,4.2700000000000005
Arizona,2020-03-11,3.09,1.34,5.5600000000000005,2.37,4.13
Arizona,2020-03-12,3.0100000000000002,1.26,5.34,2.2800000000000002,3.98
Arizona,2020-03-13,2.94,1.23,5.2,2.2,3.85
Arizona,2020-03-14,3.1,1.34,5.33,2.33,3.99
Arizona,2020-03-15,3.16,1.43,5.3100000000000005,2.49,4.11
Arizona,2020-03-16,3.15,1.45,5.13,2.43,3.96
Arizona,2020-03-17,3.42,1.73,5.26,2.7800000000000002,4.25
Arizona,2020-03-18,3.72,2.17,5.41,3.11,4.45
Arizona,2020-03-19,3.86,2.49,5.3100000000000005,3.31,4.47
Arizona,2020-03-20,3.8200000000000003,2.63,5.0200000000000005,3.41,4.4
Arizona,2020-03-21,3.77,2.7600000000000002,4.78,3.38,4.21
Arizona,2020-03-22,3.5,2.67,4.4,3.19,3.9
Arizona,2020-03-23,3.23,2.49,3.99,2.97,3.59
Arizona,2020-03-24,3.0100000000000002,2.34,3.67,2.7800000000000002,3.33
Arizona,2020-03-25,2.71,2.12,3.33,2.5,3.0
Arizona,2020-03-26,2.5,1.97,3.09,2.3000000000000003,2.7600000000000002
Arizona,2020-03-27,2.38,1.8900000000000001,2.94,2.2,2.63
Arizona,2020-03-28,2.22,1.74,2.73,2.06,2.47
Arizona,2020-03-29,2.02,1.57,2.52,1.86,2.25
Arizona,2020-03-30,1.83,1.4000000000000001,2.32,1.68,2.06
Arizona,2020-03-31,1.62,1.19,2.09,1.46,1.83
Arizona,2020-04-01,1.54,1.12,2.0100000000000002,1.4000000000000001,1.77
Arizona,2020-04-02,1.53,1.11,1.99,1.37,1.73
Arizona,2020-04-03,1.51,1.08,1.94,1.37,1.73
Arizona,2020-04-04,1.46,1.05,1.9000000000000001,1.31,1.6600000000000001
Arizona,2020-04-05,1.32,0.92,1.76,1.19,1.54
Arizona,2020-04-06,1.21,0.81,1.6500000000000001,1.08,1.43
Arizona,2020-04-07,1.05,0.65,1.49,0.92,1.27
Arizona,2020-04-08,1.04,0.64,1.49,0.9,1.25
Arizona,2020-04-09,1.03,0.62,1.47,0.88,1.23
Arizona,2020-04-10,1.05,0.64,1.49,0.9,1.25
Arizona,2020-04-11,1.0,0.58,1.43,0.85,1.2
Arizona,2020-04-12,0.9,0.5,1.36,0.74,1.09
Arizona,2020-04-13,0.77,0.36,1.23,0.63,0.99
Arizona,2020-04-14,0.77,0.34,1.22,0.64,1.01
Arizona,2020-04-15,0.6900000000000001,0.25,1.1400000000000001,0.53,0.9
Arkansas,2020-03-11,4.0,1.58,8.290000000000001,2.83,5.57
Arkansas,2020-03-12,3.4,1.5,6.3100000000000005,2.6,4.61
Arkansas,2020-03-13,3.35,1.55,5.8500000000000005,2.56,4.36
Arkansas,2020-03-14,3.0100000000000002,1.3800000000000001,5.11,2.3000000000000003,3.86
Arkansas,2020-03-15,2.7800000000000002,1.26,4.65,2.18,3.6
Arkansas,2020-03-16,2.91,1.43,4.72,2.27,3.64
Arkansas,2020-03-17,3.35,1.85,5.03,2.74,4.0600000000000005
Arkansas,2020-03-18,3.31,1.96,4.79,2.7800000000000002,3.95
Arkansas,2020-03-19,3.4,2.17,4.67,2.91,3.94
Arkansas,2020-03-20,3.15,2.1,4.29,2.74,3.64
Arkansas,2020-03-21,2.91,1.98,3.93,2.5500000000000003,3.35
Arkansas,2020-03-22,2.71,1.85,3.61,2.42,3.15
Arkansas,2020-03-23,2.49,1.71,3.33,2.22,2.89
Arkansas,2020-03-24,2.29,1.55,3.06,2.0100000000000002,2.63
Arkansas,2020-03-25,2.08,1.37,2.8000000000000003,1.83,2.42
Arkansas,2020-03-26,1.84,1.17,2.5500000000000003,1.61,2.18
Arkansas,2020-03-27,1.69,1.04,2.39,1.47,2.0300000000000002
Arkansas,2020-03-28,1.59,0.9500000000000001,2.2800000000000002,1.37,1.92
Arkansas,2020-03-29,1.53,0.88,2.19,1.29,1.83
Arkansas,2020-03-30,1.58,0.9400000000000001,2.23,1.34,1.87
Arkansas,2020-03-31,1.58,0.96,2.23,1.34,1.86
Arkansas,2020-04-01,1.48,0.89,2.14,1.23,1.74
Arkansas,2020-04-02,1.45,0.85,2.08,1.25,1.76
Arkansas,2020-04-03,1.3800000000000001,0.79,2.0100000000000002,1.1500000000000001,1.6500000000000001
Arkansas,2020-04-04,1.4000000000000001,0.8200000000000001,2.0300000000000002,1.2,1.7
Arkansas,2020-04-05,1.44,0.87,2.06,1.24,1.73
Arkansas,2020-04-06,1.46,0.89,2.06,1.24,1.72
Arkansas,2020-04-07,1.41,0.86,2.0100000000000002,1.19,1.6600000000000001
Arkansas,2020-04-08,1.3,0.76,1.9000000000000001,1.11,1.58
Arkansas,2020-04-09,1.12,0.56,1.69,0.93,1.4000000000000001
Arkansas,2020-04-10,1.17,0.62,1.76,0.98,1.45
Arkansas,2020-04-11,1.17,0.63,1.77,0.99,1.46
Arkansas,2020-04-12,1.28,0.74,1.87,1.1,1.57
Arkansas,2020-04-13,1.34,0.8,1.9100000000000001,1.16,1.62
Arkansas,2020-04-14,1.35,0.8200000000000001,1.9100000000000001,1.16,1.61
Arkansas,2020-04-15,1.33,0.8,1.87,1.1300000000000001,1.57
California,2020-02-21,4.0,1.58,8.290000000000001,2.83,5.57
California,2020-02-22,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
California,2020-02-23,3.98,1.7,7.3,2.98,5.32
California,2020-02-24,3.6,1.6,6.4,2.74,4.75
California,2020-02-25,3.63,1.69,6.2,2.8000000000000003,4.69
California,2020-02-26,3.54,1.6600000000000001,5.78,2.8000000000000003,4.53
California,2020-02-27,3.19,1.55,5.23,2.5500000000000003,4.09
California,2020-02-28,2.7800000000000002,1.3,4.63,2.21,3.6
California,2020-02-29,2.81,1.29,4.5200000000000005,2.24,3.59
California,2020-03-01,2.65,1.24,4.3100000000000005,2.12,3.4
California,2020-03-02,2.77,1.37,4.37,2.2600000000000002,3.5100000000000002
California,2020-03-03,2.8000000000000003,1.44,4.3,2.31,3.5
California,2020-03-04,2.77,1.48,4.17,2.25,3.36
California,2020-03-05,2.69,1.5,4.0200000000000005,2.24,3.2800000000000002
California,2020-03-06,2.82,1.7,4.0600000000000005,2.38,3.35
California,2020-03-07,2.69,1.6500000000000001,3.8200000000000003,2.27,3.16
California,2020-03-08,2.56,1.6,3.61,2.22,3.0500000000000003
California,2020-03-09,2.48,1.58,3.45,2.15,2.92
California,2020-03-10,2.43,1.56,3.3000000000000003,2.13,2.85
California,2020-03-11,2.38,1.59,3.22,2.09,2.7600000000000002
California,2020-03-12,2.43,1.69,3.21,2.18,2.81
California,2020-03-13,2.46,1.77,3.18,2.21,2.79
California,2020-03-14,2.5300000000000002,1.8800000000000001,3.18,2.32,2.86
California,2020-03-15,2.5300000000000002,1.95,3.15,2.34,2.84
California,2020-03-16,2.48,1.94,3.0500000000000003,2.29,2.75
California,2020-03-17,2.4,1.9000000000000001,2.93,2.24,2.67
California,2020-03-18,2.33,1.87,2.84,2.17,2.57
California,2020-03-19,2.2800000000000002,1.84,2.75,2.14,2.52
California,2020-03-20,2.25,1.84,2.7,2.08,2.43
California,2020-03-21,2.23,1.84,2.65,2.11,2.45
California,2020-03-22,2.23,1.87,2.64,2.11,2.43
California,2020-03-23,2.35,2.0,2.72,2.23,2.5300000000000002
California,2020-03-24,2.42,2.09,2.7600000000000002,2.31,2.59
California,2020-03-25,2.32,2.0300000000000002,2.66,2.22,2.48
California,2020-03-26,2.12,1.83,2.42,2.0300000000000002,2.2800000000000002
California,2020-03-27,1.96,1.69,2.2600000000000002,1.8800000000000001,2.12
California,2020-03-28,1.82,1.56,2.11,1.74,1.97
California,2020-03-29,1.76,1.49,2.02,1.6600000000000001,1.8800000000000001
California,2020-03-30,1.74,1.5,2.02,1.6300000000000001,1.84
California,2020-03-31,1.74,1.51,2.0100000000000002,1.67,1.8800000000000001
California,2020-04-01,1.6600000000000001,1.42,1.9000000000000001,1.58,1.78
California,2020-04-02,1.49,1.26,1.73,1.42,1.62
California,2020-04-03,1.26,1.04,1.51,1.16,1.35
California,2020-04-04,1.11,0.88,1.35,1.04,1.24
California,2020-04-05,1.06,0.8300000000000001,1.3,0.99,1.19
California,2020-04-06,1.0,0.78,1.25,0.9400000000000001,1.1400000000000001
California,2020-04-07,0.99,0.76,1.23,0.92,1.12
California,2020-04-08,0.9500000000000001,0.71,1.18,0.88,1.08
California,2020-04-09,0.8300000000000001,0.61,1.09,0.76,0.96
California,2020-04-10,0.73,0.5,0.99,0.65,0.85
California,2020-04-11,0.75,0.51,1.0,0.68,0.89
California,2020-04-12,0.85,0.62,1.12,0.78,0.99
California,2020-04-13,1.04,0.81,1.31,0.97,1.18
California,2020-04-14,1.17,0.9400000000000001,1.43,1.08,1.28
California,2020-04-15,1.26,1.03,1.51,1.18,1.3800000000000001
Colorado,2020-03-05,4.0,1.58,8.290000000000001,2.83,5.57
Colorado,2020-03-06,3.4,1.5,6.3100000000000005,2.6,4.61
Colorado,2020-03-07,3.09,1.3900000000000001,5.51,2.33,4.05
Colorado,2020-03-08,3.08,1.42,5.2700000000000005,2.35,3.96
Colorado,2020-03-09,3.2,1.55,5.19,2.58,4.11
Colorado,2020-03-10,3.33,1.75,5.12,2.73,4.14
Colorado,2020-03-11,3.52,2.06,5.11,2.99,4.26
Colorado,2020-03-12,3.42,2.15,4.8100000000000005,2.94,4.04
Colorado,2020-03-13,3.14,2.02,4.34,2.73,3.69
Colorado,2020-03-14,2.79,1.79,3.86,2.38,3.23
Colorado,2020-03-15,2.54,1.59,3.48,2.19,2.97
Colorado,2020-03-16,2.39,1.51,3.27,2.09,2.82
Colorado,2020-03-17,2.37,1.55,3.2,2.07,2.75
Colorado,2020-03-18,2.5,1.74,3.2800000000000002,2.25,2.89
Colorado,2020-03-19,2.59,1.9000000000000001,3.3200000000000003,2.36,2.95
Colorado,2020-03-20,2.66,2.0300000000000002,3.33,2.45,2.99
Colorado,2020-03-21,2.64,2.07,3.2600000000000002,2.44,2.93
Colorado,2020-03-22,2.54,2.0100000000000002,3.1,2.36,2.81
Colorado,2020-03-23,2.5300000000000002,2.05,3.06,2.38,2.8000000000000003
Colorado,2020-03-24,2.5,2.04,2.97,2.36,2.75
Colorado,2020-03-25,2.44,2.02,2.89,2.3000000000000003,2.66
Colorado,2020-03-26,2.27,1.8800000000000001,2.7,2.14,2.48
Colorado,2020-03-27,2.06,1.68,2.46,1.92,2.24
Colorado,2020-03-28,1.83,1.46,2.21,1.7,2.0100000000000002
Colorado,2020-03-29,1.6500000000000001,1.3,2.04,1.54,1.85
Colorado,2020-03-30,1.51,1.16,1.8900000000000001,1.3800000000000001,1.68
Colorado,2020-03-31,1.49,1.1400000000000001,1.86,1.37,1.67
Colorado,2020-04-01,1.46,1.12,1.83,1.33,1.62
Colorado,2020-04-02,1.42,1.09,1.79,1.31,1.6
Colorado,2020-04-03,1.27,0.9400000000000001,1.6300000000000001,1.17,1.46
Colorado,2020-04-04,1.06,0.73,1.42,0.96,1.25
Colorado,2020-04-05,0.85,0.51,1.21,0.73,1.02
Colorado,2020-04-06,0.8,0.47000000000000003,1.19,0.6900000000000001,0.99
Colorado,2020-04-07,0.8,0.46,1.19,0.68,0.98
Colorado,2020-04-08,0.96,0.61,1.34,0.8300000000000001,1.1300000000000001
Colorado,2020-04-09,1.1300000000000001,0.76,1.48,1.01,1.31
Colorado,2020-04-10,1.25,0.9,1.61,1.1500000000000001,1.45
Colorado,2020-04-11,1.18,0.84,1.54,1.07,1.36
Colorado,2020-04-12,1.09,0.76,1.46,0.98,1.27
Colorado,2020-04-13,0.93,0.6,1.3,0.8200000000000001,1.11
Colorado,2020-04-14,0.89,0.56,1.27,0.76,1.05
Colorado,2020-04-15,0.85,0.49,1.2,0.74,1.04
Connecticut,2020-03-08,4.0,1.58,8.290000000000001,2.83,5.57
Connecticut,2020-03-09,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Connecticut,2020-03-10,3.56,1.49,6.71,2.65,4.82
Connecticut,2020-03-11,3.77,1.67,6.82,2.8000000000000003,4.95
Connecticut,2020-03-12,3.79,1.73,6.48,2.86,4.8500000000000005
Connecticut,2020-03-13,3.94,1.96,6.36,3.17,5.0200000000000005
Connecticut,2020-03-14,4.03,2.2,6.13,3.3000000000000003,4.94
Connecticut,2020-03-15,3.97,2.35,5.75,3.34,4.75
Connecticut,2020-03-16,4.05,2.65,5.5600000000000005,3.5100000000000002,4.71
Connecticut,2020-03-17,3.7800000000000002,2.6,5.05,3.34,4.3500000000000005
Connecticut,2020-03-18,3.39,2.37,4.47,3.04,3.91
Connecticut,2020-03-19,3.21,2.31,4.15,2.89,3.65
Connecticut,2020-03-20,3.0,2.21,3.85,2.67,3.34
Connecticut,2020-03-21,3.0700000000000003,2.35,3.81,2.8000000000000003,3.4
Connecticut,2020-03-22,3.18,2.5500000000000003,3.84,2.94,3.47
Connecticut,2020-03-23,3.06,2.49,3.63,2.86,3.33
Connecticut,2020-03-24,2.96,2.44,3.46,2.77,3.19
Connecticut,2020-03-25,2.69,2.23,3.16,2.5500000000000003,2.94
Connecticut,2020-03-26,2.5300000000000002,2.12,2.99,2.39,2.75
Connecticut,2020-03-27,2.5100000000000002,2.12,2.93,2.34,2.67
Connecticut,2020-03-28,2.47,2.12,2.88,2.34,2.65
Connecticut,2020-03-29,2.35,2.0100000000000002,2.72,2.21,2.5
Connecticut,2020-03-30,2.08,1.75,2.42,1.97,2.25
Connecticut,2020-03-31,1.98,1.67,2.32,1.8800000000000001,2.15
Connecticut,2020-04-01,1.72,1.42,2.05,1.61,1.87
Connecticut,2020-04-02,1.48,1.18,1.8,1.3900000000000001,1.6500000000000001
Connecticut,2020-04-03,1.56,1.26,1.87,1.44,1.69
Connecticut,2020-04-04,1.61,1.33,1.93,1.52,1.77
Connecticut,2020-04-05,1.73,1.45,2.0300000000000002,1.6300000000000001,1.87
Connecticut,2020-04-06,1.8,1.54,2.1,1.7,1.93
Connecticut,2020-04-07,1.58,1.33,1.87,1.48,1.7
Connecticut,2020-04-08,1.5,1.26,1.79,1.42,1.6400000000000001
Connecticut,2020-04-09,1.21,0.96,1.48,1.1300000000000001,1.35
Connecticut,2020-04-10,1.03,0.79,1.32,0.9500000000000001,1.17
Connecticut,2020-04-11,0.9400000000000001,0.6900000000000001,1.22,0.86,1.08
Connecticut,2020-04-12,0.91,0.66,1.2,0.81,1.03
Connecticut,2020-04-13,0.91,0.65,1.19,0.8,1.02
Connecticut,2020-04-14,0.92,0.66,1.2,0.85,1.08
Connecticut,2020-04-15,0.86,0.58,1.12,0.78,1.01
Delaware,2020-03-11,4.0,1.58,8.290000000000001,2.83,5.57
Delaware,2020-03-12,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Delaware,2020-03-13,3.56,1.49,6.71,2.65,4.82
Delaware,2020-03-14,3.77,1.67,6.82,2.8000000000000003,4.95
Delaware,2020-03-15,3.79,1.73,6.48,2.86,4.8500000000000005
Delaware,2020-03-16,3.66,1.75,6.03,2.92,4.72
Delaware,2020-03-17,3.48,1.72,5.57,2.7600000000000002,4.37
Delaware,2020-03-18,3.2800000000000002,1.68,5.17,2.68,4.14
Delaware,2020-03-19,3.09,1.62,4.8100000000000005,2.54,3.87
Delaware,2020-03-20,3.04,1.6500000000000001,4.61,2.52,3.75
Delaware,2020-03-21,3.04,1.73,4.47,2.5,3.63
Delaware,2020-03-22,2.86,1.6400000000000001,4.14,2.44,3.48
Delaware,2020-03-23,2.77,1.6500000000000001,3.96,2.32,3.27
Delaware,2020-03-24,2.6,1.57,3.71,2.21,3.09
Delaware,2020-03-25,2.5,1.51,3.5,2.13,2.95
Delaware,2020-03-26,2.35,1.44,3.31,2.0100000000000002,2.7800000000000002
Delaware,2020-03-27,2.22,1.36,3.13,1.9100000000000001,2.64
Delaware,2020-03-28,2.18,1.36,3.04,1.87,2.56
Delaware,2020-03-29,2.17,1.3900000000000001,2.99,1.8900000000000001,2.5500000000000003
Delaware,2020-03-30,2.0300000000000002,1.27,2.79,1.78,2.41
Delaware,2020-03-31,1.95,1.22,2.68,1.67,2.27
Delaware,2020-04-01,2.0300000000000002,1.33,2.73,1.8,2.38
Delaware,2020-04-02,2.08,1.44,2.7800000000000002,1.85,2.4
Delaware,2020-04-03,2.17,1.57,2.84,1.94,2.46
Delaware,2020-04-04,2.2,1.62,2.81,1.99,2.48
Delaware,2020-04-05,2.24,1.7,2.82,2.04,2.5
Delaware,2020-04-06,2.14,1.61,2.66,1.98,2.42
Delaware,2020-04-07,1.97,1.49,2.5,1.81,2.23
Delaware,2020-04-08,1.77,1.29,2.2600000000000002,1.59,1.99
Delaware,2020-04-09,1.62,1.1500000000000001,2.1,1.44,1.83
Delaware,2020-04-10,1.49,1.04,1.98,1.34,1.73
Delaware,2020-04-11,1.4000000000000001,0.9400000000000001,1.87,1.26,1.6500000000000001
Delaware,2020-04-12,1.29,0.84,1.77,1.11,1.49
Delaware,2020-04-13,1.24,0.8,1.73,1.07,1.45
Delaware,2020-04-14,1.17,0.73,1.6600000000000001,1.0,1.3800000000000001
Delaware,2020-04-15,1.05,0.6,1.53,0.87,1.25
District of Columbia,2020-03-07,4.0,1.58,8.290000000000001,2.83,5.57
District of Columbia,2020-03-08,4.25,1.81,8.120000000000001,3.18,5.8100000000000005
District of Columbia,2020-03-09,3.7600000000000002,1.6,6.72,2.89,5.04
District of Columbia,2020-03-10,3.46,1.52,6.05,2.66,4.5600000000000005
District of Columbia,2020-03-11,3.24,1.46,5.62,2.48,4.22
District of Columbia,2020-03-12,3.08,1.4000000000000001,5.3,2.38,4.01
District of Columbia,2020-03-13,2.94,1.31,5.01,2.31,3.86
District of Columbia,2020-03-14,3.0100000000000002,1.3900000000000001,5.0200000000000005,2.39,3.91
District of Columbia,2020-03-15,3.0100000000000002,1.3900000000000001,4.87,2.35,3.8000000000000003
District of Columbia,2020-03-16,3.2800000000000002,1.7,5.08,2.69,4.1
District of Columbia,2020-03-17,3.19,1.7,4.79,2.58,3.86
District of Columbia,2020-03-18,3.16,1.8,4.63,2.62,3.79
District of Columbia,2020-03-19,3.04,1.8,4.37,2.56,3.62
District of Columbia,2020-03-20,2.81,1.69,4.03,2.34,3.3000000000000003
District of Columbia,2020-03-21,2.69,1.62,3.77,2.31,3.2
District of Columbia,2020-03-22,2.66,1.68,3.67,2.3000000000000003,3.12
District of Columbia,2020-03-23,2.54,1.6300000000000001,3.47,2.22,2.98
District of Columbia,2020-03-24,2.46,1.6,3.31,2.17,2.88
District of Columbia,2020-03-25,2.29,1.52,3.13,2.0,2.66
District of Columbia,2020-03-26,2.04,1.3,2.83,1.77,2.4
District of Columbia,2020-03-27,2.04,1.31,2.77,1.76,2.36
District of Columbia,2020-03-28,1.8900000000000001,1.21,2.62,1.6500000000000001,2.23
District of Columbia,2020-03-29,1.92,1.26,2.62,1.68,2.24
District of Columbia,2020-03-30,1.92,1.29,2.6,1.7,2.24
District of Columbia,2020-03-31,1.92,1.32,2.58,1.71,2.23
District of Columbia,2020-04-01,1.95,1.3800000000000001,2.59,1.76,2.2600000000000002
District of Columbia,2020-04-02,1.97,1.4000000000000001,2.5500000000000003,1.79,2.27
District of Columbia,2020-04-03,1.86,1.33,2.44,1.68,2.14
District of Columbia,2020-04-04,1.85,1.34,2.41,1.67,2.11
District of Columbia,2020-04-05,1.81,1.32,2.35,1.6600000000000001,2.09
District of Columbia,2020-04-06,1.72,1.24,2.24,1.54,1.95
District of Columbia,2020-04-07,1.6300000000000001,1.1400000000000001,2.11,1.45,1.85
District of Columbia,2020-04-08,1.52,1.06,2.02,1.32,1.71
District of Columbia,2020-04-09,1.3900000000000001,0.91,1.85,1.22,1.61
District of Columbia,2020-04-10,1.21,0.74,1.68,1.05,1.44
District of Columbia,2020-04-11,1.06,0.6,1.55,0.89,1.28
District of Columbia,2020-04-12,0.9400000000000001,0.47000000000000003,1.43,0.78,1.18
District of Columbia,2020-04-13,0.9500000000000001,0.48,1.46,0.76,1.16
District of Columbia,2020-04-14,0.96,0.49,1.48,0.8,1.21
District of Columbia,2020-04-15,1.02,0.54,1.53,0.85,1.26
Florida,2020-03-03,4.0,1.58,8.290000000000001,2.83,5.57
Florida,2020-03-04,3.75,1.54,7.3100000000000005,2.8000000000000003,5.19
Florida,2020-03-05,3.98,1.7,7.3,2.98,5.32
Florida,2020-03-06,3.6,1.6,6.4,2.74,4.75
Florida,2020-03-07,3.63,1.69,6.2,2.8000000000000003,4.69
Florida,2020-03-08,3.3000000000000003,1.53,5.54,2.58,4.26
Florida,2020-03-09,3.48,1.74,5.6000000000000005,2.74,4.3500000000000005
Florida,2020-03-10,3.46,1.82,5.36,2.85,4.33
Florida,2020-03-11,3.47,1.9000000000000001,5.11,2.91,4.25
Florida,2020-03-12,3.33,1.95,4.82,2.81,4.0
Florida,2020-03-13,3.23,1.98,4.55,2.74,3.8000000000000003
Florida,2020-03-14,3.27,2.16,4.46,2.87,3.8200000000000003
Florida,2020-03-15,3.42,2.43,4.45,3.04,3.87
Florida,2020-03-16,3.47,2.62,4.37,3.15,3.87
Florida,2020-03-17,3.41,2.67,4.18,3.13,3.75
Florida,2020-03-18,3.3000000000000003,2.65,3.96,3.0700000000000003,3.61
Florida,2020-03-19,3.12,2.56,3.72,2.92,3.4
Florida,2020-03-20,2.91,2.4,3.44,2.73,3.16
Florida,2020-03-21,2.69,2.22,3.17,2.5100000000000002,2.9
Florida,2020-03-22,2.6,2.17,3.0500000000000003,2.43,2.79
Florida,2020-03-23,2.56,2.17,2.99,2.43,2.77
Florida,2020-03-24,2.62,2.2600000000000002,3.02,2.48,2.79
Florida,2020-03-25,2.66,2.33,3.0300000000000002,2.5500000000000003,2.84
Florida,2020-03-26,2.62,2.3000000000000003,2.94,2.52,2.79
Florida,2020-03-27,2.42,2.13,2.73,2.32,2.57
Florida,2020-03-28,2.21,1.94,2.5100000000000002,2.12,2.36
Florida,2020-03-29,1.93,1.68,2.23,1.85,2.08
Florida,2020-03-30,1.78,1.53,2.06,1.69,1.9100000000000001
Florida,2020-03-31,1.67,1.43,1.95,1.57,1.78
Florida,2020-04-01,1.61,1.36,1.86,1.53,1.74
Florida,2020-04-02,1.44,1.19,1.68,1.37,1.58
Florida,2020-04-03,1.33,1.1,1.59,1.24,1.44
Florida,2020-04-04,1.1500000000000001,0.92,1.41,1.06,1.26
Florida,2020-04-05,1.0,0.77,1.26,0.91,1.11
Florida,2020-04-06,0.93,0.68,1.17,0.86,1.07
Florida,2020-04-07,0.92,0.6900000000000001,1.19,0.85,1.06
Florida,2020-04-08,0.93,0.6900000000000001,1.19,0.85,1.06
